ProteinId:ID(Protein),EntryName,FullName,:LABEL
O75077,ADA23_HUMAN,Disintegrin and metalloproteinase domain-containing protein 23,Protein
Q13444,ADA15_HUMAN,Disintegrin and metalloproteinase domain-containing protein 15,Protein
Q6DHV7,ADAL_HUMAN,Adenosine deaminase-like protein,Protein
P78325,ADAM8_HUMAN,Disintegrin and metalloproteinase domain-containing protein 8,Protein
P35368,ADA1B_HUMAN,Alpha-1B adrenergic receptor,Protein
Q9UKQ2,ADA28_HUMAN,Disintegrin and metalloproteinase domain-containing protein 28,Protein
Q96M93,ADAD1_HUMAN,Adenosine deaminase domain-containing protein 1,Protein
P18089,ADA2B_HUMAN,Alpha-2B adrenergic receptor,Protein
Q99965,ADAM2_HUMAN,Disintegrin and metalloproteinase domain-containing protein 2,Protein
P25100,ADA1D_HUMAN,Alpha-1D adrenergic receptor,Protein
O14672,ADA10_HUMAN,Disintegrin and metalloproteinase domain-containing protein 10,Protein
Q13443,ADAM9_HUMAN,Disintegrin and metalloproteinase domain-containing protein 9,Protein
Q9NZK5,ADA2_HUMAN,Adenosine deaminase 2,Protein
Q9UKF5,ADA29_HUMAN,Disintegrin and metalloproteinase domain-containing protein 29,Protein
Q9BUB4,ADAT1_HUMAN,tRNA-specific adenosine deaminase 1,Protein
Q8NCV1,ADAD2_HUMAN,Adenosine deaminase domain-containing protein 2,Protein
O43506,ADA20_HUMAN,Disintegrin and metalloproteinase domain-containing protein 20,Protein
Q9UKJ8,ADA21_HUMAN,Disintegrin and metalloproteinase domain-containing protein 21,Protein
O75689,ADAP1_HUMAN,Arf-GAP with dual PH domain-containing protein 1,Protein
P78536,ADA17_HUMAN,Disintegrin and metalloproteinase domain-containing protein 17,Protein
Q9NPF8,ADAP2_HUMAN,Arf-GAP with dual PH domain-containing protein 2,Protein
P18825,ADA2C_HUMAN,Alpha-2C adrenergic receptor,Protein
Q6NVV9,ADAM5_HUMAN,Putative disintegrin and metalloproteinase domain-containing protein 5,Protein
Q7Z6V5,ADAT2_HUMAN,tRNA-specific adenosine deaminase 2,Protein
Q9P0K1,ADA22_HUMAN,Disintegrin and metalloproteinase domain-containing protein 22,Protein
Q9UKF2,ADA30_HUMAN,Disintegrin and metalloproteinase domain-containing protein 30,Protein
P08913,ADA2A_HUMAN,Alpha-2A adrenergic receptor,Protein
O75078,ADA11_HUMAN,Disintegrin and metalloproteinase domain-containing protein 11,Protein
Q8TC27,ADA32_HUMAN,Disintegrin and metalloproteinase domain-containing protein 32,Protein
A8MUL3,ADAS1_HUMAN,Putative uncharacterized protein ADARB2-AS1,Protein
Q9H2U9,ADAM7_HUMAN,Disintegrin and metalloproteinase domain-containing protein 7,Protein
Q96EY9,ADAT3_HUMAN,Probable inactive tRNA-specific adenosine deaminase-like protein 3,Protein
Q9Y3Q7,ADA18_HUMAN,Disintegrin and metalloproteinase domain-containing protein 18,Protein
Q9BZ11,ADA33_HUMAN,Disintegrin and metalloproteinase domain-containing protein 33,Protein
Q86TW2,ADCK1_HUMAN,AarF domain-containing protein kinase 1,Protein
P00813,ADA_HUMAN,Adenosine deaminase,Protein
Q9H013,ADA19_HUMAN,Disintegrin and metalloproteinase domain-containing protein 19,Protein
Q7Z695,ADCK2_HUMAN,Uncharacterized aarF domain-containing protein kinase 2,Protein
O00116,ADAS_HUMAN,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",Protein
Q3MIX3,ADCK5_HUMAN,Uncharacterized aarF domain-containing protein kinase 5,Protein
O95622,ADCY5_HUMAN,Adenylate cyclase type 5,Protein
Q6P093,ADCL2_HUMAN,Arylacetamide deacetylase-like 2,Protein
Q08828,ADCY1_HUMAN,Adenylate cyclase type 1,Protein
Q5VUY0,ADCL3_HUMAN,Arylacetamide deacetylase-like 3,Protein
Q5VUY2,ADCL4_HUMAN,Arylacetamide deacetylase-like 4,Protein
Q08462,ADCY2_HUMAN,Adenylate cyclase type 2,Protein
O43306,ADCY6_HUMAN,Adenylate cyclase type 6,Protein
P35611,ADDA_HUMAN,Alpha-adducin,Protein
O60266,ADCY3_HUMAN,Adenylate cyclase type 3,Protein
P51828,ADCY7_HUMAN,Adenylate cyclase type 7,Protein
P40145,ADCY8_HUMAN,Adenylate cyclase type 8,Protein
Q8NFM4,ADCY4_HUMAN,Adenylate cyclase type 4,Protein
O60503,ADCY9_HUMAN,Adenylate cyclase type 9,Protein
Q9UEY8,ADDG_HUMAN,Gamma-adducin,Protein
Q96PN6,ADCYA_HUMAN,Adenylate cyclase type 10,Protein
P35612,ADDB_HUMAN,Beta-adducin,Protein
O15204,ADEC1_HUMAN,ADAM DEC1,Protein
Q8N7X0,ADGB_HUMAN,Androglobin,Protein
P07327,ADH1A_HUMAN,Alcohol dehydrogenase 1A,Protein
P00325,ADH1B_HUMAN,All-trans-retinol dehydrogenase [NAD(+)] ADH1B,Protein
P28332,ADH6_HUMAN,Alcohol dehydrogenase 6,Protein
P00326,ADH1G_HUMAN,Alcohol dehydrogenase 1C,Protein
P40394,ADH7_HUMAN,All-trans-retinol dehydrogenase [NAD(+)] ADH7,Protein
P08319,ADH4_HUMAN,All-trans-retinol dehydrogenase [NAD(+)] ADH4,Protein
Q9Y2D8,ADIP_HUMAN,Afadin- and alpha-actinin-binding protein,Protein
P11766,ADHX_HUMAN,Alcohol dehydrogenase class-3,Protein
Q15847,ADIRF_HUMAN,Adipogenesis regulatory factor,Protein
Q7Z4H4,ADM2_HUMAN,Protein ADM2,Protein
Q0VDE8,ADIG_HUMAN,Adipogenin,Protein
C9JUS6,ADM5_HUMAN,Putative adrenomedullin-5-like protein,Protein
Q6IQ32,ADNP2_HUMAN,Activity-dependent neuroprotector homeobox protein 2,Protein
Q5T7M4,ADIPL_HUMAN,Adipolin,Protein
P35318,ADML_HUMAN,Pro-adrenomedullin,Protein
P08588,ADRB1_HUMAN,Beta-1 adrenergic receptor,Protein
Q3LIE5,ADPRM_HUMAN,Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase,Protein
P55263,ADK_HUMAN,Adenosine kinase,Protein
Q9H2P0,ADNP_HUMAN,Activity-dependent neuroprotector homeobox protein,Protein
Q9NX46,ADPRS_HUMAN,ADP-ribosylhydrolase ARH3,Protein
P54922,ADPRH_HUMAN,ADP-ribosylhydrolase ARH1,Protein
Q15848,ADIPO_HUMAN,Adiponectin,Protein
Q9BRR6,ADPGK_HUMAN,ADP-dependent glucokinase,Protein
P13945,ADRB3_HUMAN,Beta-3 adrenergic receptor,Protein
Q16186,ADRM1_HUMAN,Proteasomal ubiquitin receptor ADRM1,Protein
Q9NRN7,ADPPT_HUMAN,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,Protein
P12235,ADT1_HUMAN,ADP/ATP translocase 1,Protein
P07550,ADRB2_HUMAN,Beta-2 adrenergic receptor,Protein
Q8WTP8,AEN_HUMAN,Apoptosis-enhancing nuclease,Protein
P22570,ADRO_HUMAN,"NADPH:adrenodoxin oxidoreductase, mitochondrial",Protein
Q8IUX7,AEBP1_HUMAN,Adipocyte enhancer-binding protein 1,Protein
P12236,ADT3_HUMAN,ADP/ATP translocase 3,Protein
Q9GZN8,ADSSP_HUMAN,Adipose-secreted signaling protein,Protein
Q8TED9,AF1L1_HUMAN,Actin filament-associated protein 1-like 1,Protein
P10109,ADX_HUMAN,"Adrenodoxin, mitochondrial",Protein
Q9H0C2,ADT4_HUMAN,ADP/ATP translocase 4,Protein
Q6ZN18,AEBP2_HUMAN,Zinc finger protein AEBP2,Protein
P05141,ADT2_HUMAN,ADP/ATP translocase 2,Protein
Q6UXC1,AEGP_HUMAN,Apical endosomal glycoprotein,Protein
Q8N4X5,AF1L2_HUMAN,Actin filament-associated protein 1-like 2,Protein
Q9Y6Z5,AFDDT_HUMAN,Putative uncharacterized protein AFDN-DT,Protein
Q96IZ2,ADTRP_HUMAN,Androgen-dependent TFPI-regulating protein,Protein
P43652,AFAM_HUMAN,Afamin,Protein
P55197,AF10_HUMAN,Protein AF-10,Protein
P42568,AF9_HUMAN,Protein AF-9,Protein
Q8WV93,AFG1L_HUMAN,AFG1-like ATPase,Protein
Q13015,AF1Q_HUMAN,Protein AF1q,Protein
P51825,AFF1_HUMAN,AF4/FMR2 family member 1,Protein
Q96SZ5,AEDO_HUMAN,2-aminoethanethiol dioxygenase,Protein
P55198,AF17_HUMAN,Protein AF-17,Protein
P51816,AFF2_HUMAN,AF4/FMR2 family member 2,Protein
Q8NB90,AFG2A_HUMAN,ATPase family gene 2 protein homolog A,Protein
Q8N556,AFAP1_HUMAN,Actin filament-associated protein 1,Protein
P51826,AFF3_HUMAN,AF4/FMR2 family member 3,Protein
Q9BVQ7,AFG2B_HUMAN,ATPase family gene 2 protein homolog B,Protein
P55196,AFAD_HUMAN,Afadin,Protein
Q9UHB7,AFF4_HUMAN,AF4/FMR2 family member 4,Protein
C9J202,AG1L2_HUMAN,Putative glycosyltransferase ALG1L2,Protein
Q6ULP2,AFTIN_HUMAN,Aftiphilin,Protein
Q8TF27,AGA11_HUMAN,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 11",Protein
Q5BKT4,AG10A_HUMAN,"Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase",Protein
Q9Y4W6,AFG32_HUMAN,Mitochondrial inner membrane m-AAA protease component AFG3L2,Protein
Q5I7T1,AG10B_HUMAN,"Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase",Protein
Q9UPQ3,AGAP1_HUMAN,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1",Protein
Q8N302,AGGF1_HUMAN,Angiogenic factor with G patch and FHA domains 1,Protein
Q9H0P7,AGIT1_HUMAN,Putative uncharacterized protein encoded by AGPAT4-IT1,Protein
Q99490,AGAP2_HUMAN,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2",Protein
P06280,AGAL_HUMAN,Alpha-galactosidase A,Protein
P52594,AGFG1_HUMAN,Arf-GAP domain and FG repeat-containing protein 1,Protein
Q53H12,AGK_HUMAN,"Acylglycerol kinase, mitochondrial",Protein
Q96P47,AGAP3_HUMAN,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3",Protein
O95081,AGFG2_HUMAN,Arf-GAP domain and FG repeat-containing protein 2,Protein
Q96P64,AGAP4_HUMAN,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 4",Protein
A6NIR3,AGAP5_HUMAN,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 5",Protein
Q5VW22,AGAP6_HUMAN,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 6",Protein
Q5VUJ5,AGAP7_HUMAN,"Putative Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 7",Protein
Q5VTM2,AGAP9_HUMAN,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 9",Protein
O95394,AGM1_HUMAN,Phosphoacetylglucosamine mutase,Protein
Q9H9G7,AGO3_HUMAN,Protein argonaute-3,Protein
Q8TD06,AGR3_HUMAN,Anterior gradient protein 3,Protein
Q9UL18,AGO1_HUMAN,Protein argonaute-1,Protein
O14514,AGRB1_HUMAN,Adhesion G protein-coupled receptor B1,Protein
Q8IZF2,AGRF5_HUMAN,Adhesion G protein-coupled receptor F5,Protein
Q9UHX3,AGRE2_HUMAN,Adhesion G protein-coupled receptor E2,Protein
Q86SQ6,AGRA1_HUMAN,Adhesion G protein-coupled receptor A1,Protein
Q9HCK5,AGO4_HUMAN,Protein argonaute-4,Protein
Q6QNK2,AGRD1_HUMAN,Adhesion G-protein coupled receptor D1,Protein
Q9BY15,AGRE3_HUMAN,Adhesion G protein-coupled receptor E3,Protein
O95994,AGR2_HUMAN,Anterior gradient protein 2 homolog,Protein
Q86SQ3,AGRE4_HUMAN,Putative adhesion G protein-coupled receptor E4P,Protein
Q7Z7M1,AGRD2_HUMAN,Adhesion G-protein coupled receptor D2,Protein
O60241,AGRB2_HUMAN,Adhesion G protein-coupled receptor B2,Protein
Q86SQ4,AGRG6_HUMAN,Adhesion G-protein coupled receptor G6,Protein
Q14246,AGRE1_HUMAN,Adhesion G protein-coupled receptor E1,Protein
Q96PE1,AGRA2_HUMAN,Adhesion G protein-coupled receptor A2,Protein
Q9HBW9,AGRL4_HUMAN,Adhesion G protein-coupled receptor L4,Protein
P48960,AGRE5_HUMAN,Adhesion G protein-coupled receptor E5,Protein
Q96K78,AGRG7_HUMAN,Adhesion G-protein coupled receptor G7,Protein
Q9Y653,AGRG1_HUMAN,Adhesion G-protein coupled receptor G1,Protein
O60242,AGRB3_HUMAN,Adhesion G protein-coupled receptor B3,Protein
O00253,AGRP_HUMAN,Agouti-related protein,Protein
Q8IWK6,AGRA3_HUMAN,Adhesion G protein-coupled receptor A3,Protein
Q9UKV8,AGO2_HUMAN,Protein argonaute-2,Protein
P50052,AGTR2_HUMAN,Type-2 angiotensin II receptor,Protein
Q5T601,AGRF1_HUMAN,Adhesion G-protein coupled receptor F1,Protein
Q9BYV1,AGT2_HUMAN,"Alanine--glyoxylate aminotransferase 2, mitochondrial",Protein
Q8IZF7,AGRF2_HUMAN,Putative adhesion G protein-coupled receptor F2P,Protein
Q8WXG9,AGRV1_HUMAN,Adhesion G-protein coupled receptor V1,Protein
Q8IZF5,AGRF3_HUMAN,Adhesion G-protein coupled receptor F3,Protein
O00468,AGRIN_HUMAN,Agrin,Protein
Q8IZP9,AGRG2_HUMAN,Adhesion G-protein coupled receptor G2,Protein
Q8IZF3,AGRF4_HUMAN,Adhesion G protein-coupled receptor F4,Protein
Q86Y34,AGRG3_HUMAN,Adhesion G protein-coupled receptor G3,Protein
P30556,AGTR1_HUMAN,Type-1 angiotensin II receptor,Protein
Q8IZF6,AGRG4_HUMAN,Adhesion G-protein coupled receptor G4,Protein
Q5TGY3,AHDC1_HUMAN,Transcription factor Gibbin,Protein
Q8IZF4,AGRG5_HUMAN,Adhesion G-protein coupled receptor G5,Protein
P21549,AGT1_HUMAN,Alanine--glyoxylate aminotransferase,Protein
O94910,AGRL1_HUMAN,Adhesion G protein-coupled receptor L1,Protein
Q8IVF2,AHNK2_HUMAN,Protein AHNAK2,Protein
Q8N157,AHI1_HUMAN,Jouberin,Protein
O95490,AGRL2_HUMAN,Adhesion G protein-coupled receptor L2,Protein
Q09666,AHNK_HUMAN,Neuroblast differentiation-associated protein AHNAK,Protein
O95433,AHSA1_HUMAN,Activator of 90 kDa heat shock protein ATPase homolog 1,Protein
A9YTQ3,AHRR_HUMAN,Aryl hydrocarbon receptor repressor,Protein
Q9HAR2,AGRL3_HUMAN,Adhesion G protein-coupled receptor L3,Protein
Q96BJ3,AIDA_HUMAN,"Axin interactor, dorsalization-associated protein",Protein
Q719I0,AHSA2_HUMAN,Putative activator of 90 kDa heat shock protein ATPase homolog 2,Protein
Q9NZD4,AHSP_HUMAN,Alpha-hemoglobin-stabilizing protein,Protein
O95831,AIFM1_HUMAN,"Apoptosis-inducing factor 1, mitochondrial",Protein
Q9BQI0,AIF1L_HUMAN,Allograft inflammatory factor 1-like,Protein
P35869,AHR_HUMAN,Aryl hydrocarbon receptor,Protein
P55008,AIF1_HUMAN,Allograft inflammatory factor 1,Protein
Q96NN9,AIFM3_HUMAN,Apoptosis-inducing factor 3,Protein
Q9GZX7,AICDA_HUMAN,Single-stranded DNA cytosine deaminase,Protein
Q9NVV5,AIG1_HUMAN,Androgen-induced gene 1 protein,Protein
Q16352,AINX_HUMAN,Alpha-internexin,Protein
Q9NZN9,AIPL1_HUMAN,Aryl-hydrocarbon-interacting protein-like 1,Protein
O14862,AIM2_HUMAN,Interferon-inducible protein AIM2,Protein
Q12904,AIMP1_HUMAN,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,Protein
Q9UKB5,AJAP1_HUMAN,Adherens junction-associated protein 1,Protein
Q96IF1,AJUBA_HUMAN,LIM domain-containing protein ajuba,Protein
Q13155,AIMP2_HUMAN,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,Protein
P52895,AK1C2_HUMAN,Aldo-keto reductase family 1 member C2,Protein
Q5JQC9,AKAP4_HUMAN,A-kinase anchor protein 4,Protein
C9J069,AJM1_HUMAN,Apical junction component 1 homolog,Protein
Q02040,AK17A_HUMAN,A-kinase anchor protein 17A,Protein
O00170,AIP_HUMAN,AH receptor-interacting protein,Protein
Q5T2L2,AKCL1_HUMAN,Putative aldo-keto reductase family 1 member C8,Protein
Q96JD6,AKCL2_HUMAN,"1,5-anhydro-D-fructose reductase",Protein
Q86UN6,AKA28_HUMAN,A-kinase anchor protein 14,Protein
O43687,AKA7A_HUMAN,A-kinase anchor protein 7 isoforms alpha and beta,Protein
P42330,AK1C3_HUMAN,Aldo-keto reductase family 1 member C3,Protein
Q9NWT8,AKIP_HUMAN,Small ribosomal subunit protein mS38,Protein
O43918,AIRE_HUMAN,Autoimmune regulator,Protein
P24588,AKAP5_HUMAN,A-kinase anchor protein 5,Protein
Q9P0M2,AKA7G_HUMAN,A-kinase anchor protein 7 isoform gamma,Protein
Q495B1,AKD1A_HUMAN,Ankyrin repeat and death domain-containing protein 1A,Protein
A6NHY2,AKD1B_HUMAN,Ankyrin repeat and death domain-containing protein 1B,Protein
P14550,AK1A1_HUMAN,Aldo-keto reductase family 1 member A1,Protein
Q9H9L7,AKIR1_HUMAN,Akirin-1,Protein
P0CW23,AKAI1_HUMAN,A-kinase anchor protein inhibitor 1,Protein
Q9P2G1,AKIB1_HUMAN,Ankyrin repeat and IBR domain-containing protein 1,Protein
P17516,AK1C4_HUMAN,Aldo-keto reductase family 1 member C4,Protein
Q53H64,AK40L_HUMAN,Putative ANKRD40 C-terminal-like protein,Protein
Q9NX04,AIRIM_HUMAN,AFG2-interacting ribosome maturation factor,Protein
Q13023,AKAP6_HUMAN,A-kinase anchor protein 6,Protein
O43572,AKA10_HUMAN,"A-kinase anchor protein 10, mitochondrial",Protein
Q9NQ31,AKIP1_HUMAN,A-kinase-interacting protein 1,Protein
Q92667,AKAP1_HUMAN,"A-kinase anchor protein 1, mitochondrial",Protein
Q7Z591,AKNA_HUMAN,Microtubule organization protein AKNA,Protein
Q53H80,AKIR2_HUMAN,Akirin-2,Protein
Q9UKA4,AKA11_HUMAN,A-kinase anchor protein 11,Protein
O43823,AKAP8_HUMAN,A-kinase anchor protein 8,Protein
Q5T1N1,AKND1_HUMAN,Protein AKNAD1,Protein
O60218,AK1BA_HUMAN,Aldo-keto reductase family 1 member B10,Protein
Q02952,AKA12_HUMAN,A-kinase anchor protein 12,Protein
C9JRZ8,AK1BF_HUMAN,Aldo-keto reductase family 1 member B15,Protein
O75969,AKAP3_HUMAN,A-kinase anchor protein 3,Protein
Q04828,AK1C1_HUMAN,Aldo-keto reductase family 1 member C1,Protein
P51857,AK1D1_HUMAN,Aldo-keto reductase family 1 member D1,Protein
Q9Y243,AKT3_HUMAN,RAC-gamma serine/threonine-protein kinase,Protein
Q99996,AKAP9_HUMAN,A-kinase anchor protein 9,Protein
Q12802,AKP13_HUMAN,A-kinase anchor protein 13,Protein
P31749,AKT1_HUMAN,RAC-alpha serine/threonine-protein kinase,Protein
Q9ULX6,AKP8L_HUMAN,A-kinase anchor protein 8-like,Protein
Q3SY69,AL1L2_HUMAN,Mitochondrial 10-formyltetrahydrofolate dehydrogenase,Protein
Q96B36,AKTS1_HUMAN,Proline-rich AKT1 substrate 1,Protein
O94788,AL1A2_HUMAN,Retinal dehydrogenase 2,Protein
P20292,AL5AP_HUMAN,Arachidonate 5-lipoxygenase-activating protein,Protein
Q8N8R7,AL14E_HUMAN,ARL14 effector protein,Protein
P43353,AL3B1_HUMAN,Aldehyde dehydrogenase family 3 member B1,Protein
Q9H8T0,AKTIP_HUMAN,AKT-interacting protein,Protein
P47895,AL1A3_HUMAN,Retinaldehyde dehydrogenase 3,Protein
P48448,AL3B2_HUMAN,Aldehyde dehydrogenase family 3 member B2,Protein
Q60I27,AL2CL_HUMAN,ALS2 C-terminal-like protein,Protein
P24298,ALAT1_HUMAN,Alanine aminotransferase 1,Protein
Q9H2A2,AL8A1_HUMAN,2-aminomuconic semialdehyde dehydrogenase,Protein
P00352,AL1A1_HUMAN,Aldehyde dehydrogenase 1A1,Protein
P30838,AL3A1_HUMAN,"Aldehyde dehydrogenase, dimeric NADP-preferring",Protein
P30837,AL1B1_HUMAN,"Aldehyde dehydrogenase X, mitochondrial",Protein
P49419,AL7A1_HUMAN,Alpha-aminoadipic semialdehyde dehydrogenase,Protein
Q8TD30,ALAT2_HUMAN,Alanine aminotransferase 2,Protein
P49189,AL9A1_HUMAN,4-trimethylaminobutyraldehyde dehydrogenase,Protein
O75891,AL1L1_HUMAN,Cytosolic 10-formyltetrahydrofolate dehydrogenase,Protein
P30038,AL4A1_HUMAN,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",Protein
P51648,AL3A2_HUMAN,Aldehyde dehydrogenase family 3 member A2,Protein
P31751,AKT2_HUMAN,RAC-beta serine/threonine-protein kinase,Protein
P84996,ALEX_HUMAN,Protein ALEX,Protein
P05062,ALDOB_HUMAN,Fructose-bisphosphate aldolase B,Protein
P05091,ALDH2_HUMAN,"Aldehyde dehydrogenase, mitochondrial",Protein
P15121,ALDR_HUMAN,Aldo-keto reductase family 1 member B1,Protein
P02768,ALBU_HUMAN,Albumin,Protein
P09972,ALDOC_HUMAN,Fructose-bisphosphate aldolase C,Protein
P04075,ALDOA_HUMAN,Fructose-bisphosphate aldolase A,Protein
Q2TAA5,ALG11_HUMAN,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase",Protein
Q96F25,ALG14_HUMAN,UDP-N-acetylglucosamine transferase subunit ALG14,Protein
Q9NP73,ALG13_HUMAN,UDP-N-acetylglucosamine transferase subunit ALG13,Protein
Q92685,ALG3_HUMAN,"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase",Protein
Q9Y673,ALG5_HUMAN,Dolichyl-phosphate beta-glucosyltransferase,Protein
Q9H553,ALG2_HUMAN,"Alpha-1,3/1,6-mannosyltransferase ALG2",Protein
Q9BV10,ALG12_HUMAN,"Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase",Protein
Q9H6U8,ALG9_HUMAN,"Alpha-1,2-mannosyltransferase ALG9",Protein
Q9BT22,ALG1_HUMAN,Chitobiosyldiphosphodolichol beta-mannosyltransferase,Protein
Q9Y672,ALG6_HUMAN,"Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase",Protein
Q9BVK2,ALG8_HUMAN,"Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase",Protein
Q9BT30,ALKB7_HUMAN,"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial",Protein
Q96Q83,ALKB3_HUMAN,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,Protein
Q96BT7,ALKB8_HUMAN,Alkylated DNA repair protein alkB homolog 8,Protein
Q6ZNB7,ALKMO_HUMAN,Alkylglycerol monooxygenase,Protein
Q9NXW9,ALKB4_HUMAN,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4,Protein
Q9UM73,ALK_HUMAN,ALK tyrosine kinase receptor,Protein
Q13686,ALKB1_HUMAN,Nucleic acid dioxygenase ALKBH1,Protein
Q6UXT8,ALKL1_HUMAN,ALK and LTK ligand 1,Protein
Q6UX46,ALKL2_HUMAN,ALK and LTK ligand 2,Protein
Q6P6C2,ALKB5_HUMAN,RNA demethylase ALKBH5,Protein
Q6NS38,ALKB2_HUMAN,DNA oxidative demethylase ALKBH2,Protein
Q3KRA9,ALKB6_HUMAN,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6,Protein
Q8N6M5,ALLC_HUMAN,Probable inactive allantoicase,Protein
Q8TCU4,ALMS1_HUMAN,Centrosome-associated protein ALMS1,Protein
Q96QP1,ALPK1_HUMAN,Alpha-protein kinase 1,Protein
Q86TB3,ALPK2_HUMAN,Alpha-protein kinase 2,Protein
Q96L96,ALPK3_HUMAN,Alpha-protein kinase 3,Protein
P55789,ALR_HUMAN,FAD-linked sulfhydryl oxidase ALR,Protein
Q15699,ALX1_HUMAN,ALX homeobox protein 1,Protein
O95076,ALX3_HUMAN,Homeobox protein aristaless-like 3,Protein
Q9UHK6,AMACR_HUMAN,Alpha-methylacyl-CoA racemase,Protein
Q9H161,ALX4_HUMAN,Homeobox protein aristaless-like 4,Protein
P02760,AMBP_HUMAN,Protein AMBP,Protein
Q96Q42,ALS2_HUMAN,Alsin,Protein
Q5JTC6,AMER1_HUMAN,APC membrane recruitment protein 1,Protein
Q16671,AMHR2_HUMAN,Anti-Muellerian hormone type-2 receptor,Protein
Q9UKV5,AMFR_HUMAN,E3 ubiquitin-protein ligase AMFR,Protein
Q9NP70,AMBN_HUMAN,Ameloblastin,Protein
P19021,AMD_HUMAN,Peptidyl-glycine alpha-amidating monooxygenase,Protein
Q8N7J2,AMER2_HUMAN,APC membrane recruitment protein 2,Protein
P35858,ALS_HUMAN,Insulin-like growth factor-binding protein complex acid labile subunit,Protein
Q8N944,AMER3_HUMAN,APC membrane recruitment protein 3,Protein
Q6DCA0,AMERL_HUMAN,AMMECR1-like protein,Protein
Q99217,AMELX_HUMAN,"Amelogenin, X isoform",Protein
Q99218,AMELY_HUMAN,"Amelogenin, Y isoform",Protein
Q86WK6,AMGO1_HUMAN,Amphoterin-induced protein 1,Protein
Q9Y4X0,AMMR1_HUMAN,Nuclear protein AMMECR1,Protein
Q4VCS5,AMOT_HUMAN,Angiomotin,Protein
Q86SJ2,AMGO2_HUMAN,Amphoterin-induced protein 2,Protein
Q8IY45,AMN1_HUMAN,Protein AMN1 homolog,Protein
Q86WK7,AMGO3_HUMAN,Amphoterin-induced protein 3,Protein
Q8IY63,AMOL1_HUMAN,Angiomotin-like protein 1,Protein
Q9BXJ7,AMNLS_HUMAN,Protein amnionless,Protein
Q9Y2J4,AMOL2_HUMAN,Angiomotin-like protein 2,Protein
Q07075,AMPE_HUMAN,Glutamyl aminopeptidase,Protein
Q01432,AMPD3_HUMAN,AMP deaminase 3,Protein
P49418,AMPH_HUMAN,Amphiphysin,Protein
P28838,AMPL_HUMAN,Cytosol aminopeptidase,Protein
Q9H4A4,AMPB_HUMAN,Aminopeptidase B,Protein
P23109,AMPD1_HUMAN,AMP deaminase 1,Protein
P15144,AMPN_HUMAN,Aminopeptidase N,Protein
Q01433,AMPD2_HUMAN,AMP deaminase 2,Protein
Q8N6M6,AMPO_HUMAN,Aminopeptidase O,Protein
Q6Q4G3,AMPQ_HUMAN,Aminopeptidase Q,Protein
Q9C0C7,AMRA1_HUMAN,Activating molecule in BECN1-regulated autophagy protein 1,Protein
Q6UX39,AMTN_HUMAN,Amelotin,Protein
P30533,AMRP_HUMAN,Alpha-2-macroglobulin receptor-associated protein,Protein
P19961,AMY2B_HUMAN,Alpha-amylase 2B,Protein
P04746,AMYP_HUMAN,Pancreatic alpha-amylase,Protein
P0DUB6,AMY1A_HUMAN,Alpha-amylase 1A,Protein
P0DTE7,AMY1B_HUMAN,Alpha-amylase 1B,Protein
P0DTE8,AMY1C_HUMAN,Alpha-amylase 1C,Protein
Q8N6S4,AN13C_HUMAN,Ankyrin repeat domain-containing protein 13C,Protein
P39687,AN32A_HUMAN,Acidic leucine-rich nuclear phosphoprotein 32 family member A,Protein
Q6ZTN6,AN13D_HUMAN,Ankyrin repeat domain-containing protein 13D,Protein
A6NCL7,AN33B_HUMAN,Ankyrin repeat domain-containing protein 33B,Protein
Q400G9,AMZ1_HUMAN,Archaemetzincin-1,Protein
