NodeType: Protein | FullName: Amino acid transporter heavy chain SLC3A1 | EntryName: SLC31_HUMAN | ProteinId: Q07837
NodeType: Protein | FullName: RNA transcription, translation and transport factor protein | EntryName: RTRAF_HUMAN | ProteinId: Q9Y224
NodeType: Protein | FullName: Retrotransposon Gag-like protein 5 | EntryName: RTL5_HUMAN | ProteinId: Q5HYW3
NodeType: Protein | FullName: Reticulon-4 | EntryName: RTN4_HUMAN | ProteinId: Q9NQC3
NodeType: Protein | FullName: U1 small nuclear ribonucleoprotein 70 kDa | EntryName: RU17_HUMAN | ProteinId: P08621
NodeType: Protein | FullName: Receptor-transporting protein 1 | EntryName: RTP1_HUMAN | ProteinId: P59025
NodeType: Protein | FullName: Retrotransposon Gag-like protein 6 | EntryName: RTL6_HUMAN | ProteinId: Q6ICC9
NodeType: Protein | FullName: U1 small nuclear ribonucleoprotein C | EntryName: RU1C_HUMAN | ProteinId: P09234
NodeType: Protein | FullName: Reticulon-3 | EntryName: RTN3_HUMAN | ProteinId: O95197
NodeType: Protein | FullName: Receptor-transporting protein 2 | EntryName: RTP2_HUMAN | ProteinId: Q5QGT7
NodeType: Protein | FullName: U2 small nuclear ribonucleoprotein A' | EntryName: RU2A_HUMAN | ProteinId: P09661
NodeType: Protein | FullName: Run domain Beclin-1-interacting and cysteine-rich domain-containing protein | EntryName: RUBIC_HUMAN | ProteinId: Q92622
NodeType: Protein | FullName: RUN and FYVE domain-containing protein 1 | EntryName: RUFY1_HUMAN | ProteinId: Q96T51
NodeType: Protein | FullName: RUN domain-containing protein 1 | EntryName: RUND1_HUMAN | ProteinId: Q96C34
NodeType: Protein | FullName: U2 small nuclear ribonucleoprotein B'' | EntryName: RU2B_HUMAN | ProteinId: P08579
NodeType: Protein | FullName: RUN and FYVE domain-containing protein 2 | EntryName: RUFY2_HUMAN | ProteinId: Q8WXA3
NodeType: Protein | FullName: Protein RUFY3 | EntryName: RUFY3_HUMAN | ProteinId: Q7L099
NodeType: Protein | FullName: RUS family member 1 | EntryName: RUSF1_HUMAN | ProteinId: Q96GQ5
NodeType: Protein | FullName: Putative uncharacterized protein RUSC1-AS1 | EntryName: RUAS1_HUMAN | ProteinId: Q66K80
NodeType: Protein | FullName: AP-4 complex accessory subunit RUSC1 | EntryName: RUSC1_HUMAN | ProteinId: Q9BVN2
NodeType: Protein | FullName: RUN domain-containing protein 3A | EntryName: RUN3A_HUMAN | ProteinId: Q59EK9
NodeType: Protein | FullName: AP-4 complex accessory subunit RUSC2 | EntryName: RUSC2_HUMAN | ProteinId: Q8N2Y8
NodeType: Protein | FullName: RUN and FYVE domain-containing protein 4 | EntryName: RUFY4_HUMAN | ProteinId: Q6ZNE9
NodeType: Protein | FullName: Runt-related transcription factor 1 | EntryName: RUNX1_HUMAN | ProteinId: Q01196
NodeType: Protein | FullName: RUN domain-containing protein 3B | EntryName: RUN3B_HUMAN | ProteinId: Q96NL0
NodeType: Protein | FullName: RNA pseudouridylate synthase domain-containing protein 1 | EntryName: RUSD1_HUMAN | ProteinId: Q9UJJ7
NodeType: Protein | FullName: Pseudouridylate synthase RPUSD2 | EntryName: RUSD2_HUMAN | ProteinId: Q8IZ73
NodeType: Protein | FullName: Mitochondrial mRNA pseudouridine synthase RPUSD3 | EntryName: RUSD3_HUMAN | ProteinId: Q6P087
NodeType: Protein | FullName: Pseudouridylate synthase RPUSD4, mitochondrial | EntryName: RUSD4_HUMAN | ProteinId: Q96CM3
NodeType: Protein | FullName: Runt-related transcription factor 2 | EntryName: RUNX2_HUMAN | ProteinId: Q13950
NodeType: Protein | FullName: Runt-related transcription factor 3 | EntryName: RUNX3_HUMAN | ProteinId: Q13761
NodeType: Protein | FullName: RuvB-like 1 | EntryName: RUVB1_HUMAN | ProteinId: Q9Y265
NodeType: Protein | FullName: RuvB-like 2 | EntryName: RUVB2_HUMAN | ProteinId: Q9Y230
NodeType: Protein | FullName: Small nuclear ribonucleoprotein F | EntryName: RUXF_HUMAN | ProteinId: P62306
NodeType: Protein | FullName: Small nuclear ribonucleoprotein E | EntryName: RUXE_HUMAN | ProteinId: P62304
NodeType: Protein | FullName: RWD domain-containing protein 2B | EntryName: RWD2B_HUMAN | ProteinId: P57060
NodeType: Protein | FullName: Putative small nuclear ribonucleoprotein G-like protein 15 | EntryName: RUXGL_HUMAN | ProteinId: A8MWD9
NodeType: Protein | FullName: RWD domain-containing protein 1 | EntryName: RWDD1_HUMAN | ProteinId: Q9H446
NodeType: Protein | FullName: RWD domain-containing protein 3 | EntryName: RWDD3_HUMAN | ProteinId: Q9Y3V2
NodeType: Protein | FullName: Relaxin receptor 1 | EntryName: RXFP1_HUMAN | ProteinId: Q9HBX9
NodeType: Protein | FullName: Retinal homeobox protein Rx | EntryName: RX_HUMAN | ProteinId: Q9Y2V3
NodeType: Protein | FullName: Small nuclear ribonucleoprotein G | EntryName: RUXG_HUMAN | ProteinId: P62308
NodeType: Protein | FullName: RWD domain-containing protein 4 | EntryName: RWDD4_HUMAN | ProteinId: Q6NW29
NodeType: Protein | FullName: Tyrosine-protein kinase RYK | EntryName: RYK_HUMAN | ProteinId: P34925
NodeType: Protein | FullName: Relaxin receptor 2 | EntryName: RXFP2_HUMAN | ProteinId: Q8WXD0
NodeType: Protein | FullName: Retinoic acid receptor RXR-beta | EntryName: RXRB_HUMAN | ProteinId: P28702
NodeType: Protein | FullName: Ribitol-5-phosphate xylosyltransferase 1 | EntryName: RXLT1_HUMAN | ProteinId: Q9Y2B1
NodeType: Protein | FullName: Protein S100-A5 | EntryName: S10A5_HUMAN | ProteinId: P33763
NodeType: Protein | FullName: RING1 and YY1-binding protein | EntryName: RYBP_HUMAN | ProteinId: Q8N488
NodeType: Protein | FullName: Protein S100-P | EntryName: S100P_HUMAN | ProteinId: P25815
NodeType: Protein | FullName: Retinoic acid receptor RXR-gamma | EntryName: RXRG_HUMAN | ProteinId: P48443
NodeType: Protein | FullName: Protein S100-Z | EntryName: S100Z_HUMAN | ProteinId: Q8WXG8
NodeType: Protein | FullName: Protein S100-A12 | EntryName: S10AC_HUMAN | ProteinId: P80511
NodeType: Protein | FullName: RWD domain-containing protein 2A | EntryName: RWD2A_HUMAN | ProteinId: Q9UIY3
NodeType: Protein | FullName: Protein S100-A9 | EntryName: S10A9_HUMAN | ProteinId: P06702
NodeType: Protein | FullName: Protein S100-B | EntryName: S100B_HUMAN | ProteinId: P04271
NodeType: Protein | FullName: Protein S100-A6 | EntryName: S10A6_HUMAN | ProteinId: P06703
NodeType: Protein | FullName: Solute carrier family 12 member 1 | EntryName: S12A1_HUMAN | ProteinId: Q13621
NodeType: Protein | FullName: Protein S100-A13 | EntryName: S10AD_HUMAN | ProteinId: Q99584
NodeType: Protein | FullName: Protein S100-A1 | EntryName: S10A1_HUMAN | ProteinId: P23297
NodeType: Protein | FullName: Retinoic acid receptor RXR-alpha | EntryName: RXRA_HUMAN | ProteinId: P19793
NodeType: Protein | FullName: Solute carrier family 13 member 2 | EntryName: S13A2_HUMAN | ProteinId: Q13183
NodeType: Protein | FullName: Protein S100-G | EntryName: S100G_HUMAN | ProteinId: P29377
NodeType: Protein | FullName: Protein S100-A14 | EntryName: S10AE_HUMAN | ProteinId: Q9HCY8
NodeType: Protein | FullName: Protein S100-A10 | EntryName: S10AA_HUMAN | ProteinId: P60903
NodeType: Protein | FullName: Protein S100-A7 | EntryName: S10A7_HUMAN | ProteinId: P31151
NodeType: Protein | FullName: SEC14-like protein 4 | EntryName: S14L4_HUMAN | ProteinId: Q9UDX3
NodeType: Protein | FullName: Ryanodine receptor 1 | EntryName: RYR1_HUMAN | ProteinId: P21817
NodeType: Protein | FullName: Protein S100-A2 | EntryName: S10A2_HUMAN | ProteinId: P29034
NodeType: Protein | FullName: SEC14-like protein 5 | EntryName: S14L5_HUMAN | ProteinId: O43304
NodeType: Protein | FullName: Solute carrier family 15 member 4 | EntryName: S15A4_HUMAN | ProteinId: Q8N697
NodeType: Protein | FullName: Solute carrier family 12 member 6 | EntryName: S12A6_HUMAN | ProteinId: Q9UHW9
NodeType: Protein | FullName: Protein S100-A3 | EntryName: S10A3_HUMAN | ProteinId: P33764
NodeType: Protein | FullName: Putative SEC14-like protein 6 | EntryName: S14L6_HUMAN | ProteinId: B5MCN3
NodeType: Protein | FullName: Protein S100-A16 | EntryName: S10AG_HUMAN | ProteinId: Q96FQ6
NodeType: Protein | FullName: Protein S100-A8 | EntryName: S10A8_HUMAN | ProteinId: P05109
NodeType: Protein | FullName: Solute carrier family 12 member 2 | EntryName: S12A2_HUMAN | ProteinId: P55011
NodeType: Protein | FullName: Protein S100-A11 | EntryName: S10AB_HUMAN | ProteinId: P31949
NodeType: Protein | FullName: Na(+)/dicarboxylate cotransporter 3 | EntryName: S13A3_HUMAN | ProteinId: Q8WWT9
NodeType: Protein | FullName: Solute carrier family 12 member 7 | EntryName: S12A7_HUMAN | ProteinId: Q9Y666
NodeType: Protein | FullName: Solute carrier family 15 member 1 | EntryName: S15A1_HUMAN | ProteinId: P46059
NodeType: Protein | FullName: Protein S100-A4 | EntryName: S10A4_HUMAN | ProteinId: P26447
NodeType: Protein | FullName: Solute carrier family 15 member 5 | EntryName: S15A5_HUMAN | ProteinId: A6NIM6
NodeType: Protein | FullName: Solute carrier family 13 member 4 | EntryName: S13A4_HUMAN | ProteinId: Q9UKG4
NodeType: Protein | FullName: Serine/threonine-protein kinase 11-interacting protein | EntryName: S11IP_HUMAN | ProteinId: Q8N1F8
NodeType: Protein | FullName: Protein S100-A7A | EntryName: S1A7A_HUMAN | ProteinId: Q86SG5
NodeType: Protein | FullName: Sphingosine 1-phosphate receptor 1 | EntryName: S1PR1_HUMAN | ProteinId: P21453
NodeType: Protein | FullName: Protein S100-A7-like 2 | EntryName: S1A7B_HUMAN | ProteinId: Q5SY68
NodeType: Protein | FullName: Na(+)/citrate cotransporter | EntryName: S13A5_HUMAN | ProteinId: Q86YT5
NodeType: Protein | FullName: Probable small intestine urate exporter | EntryName: S17A4_HUMAN | ProteinId: Q9Y2C5
NodeType: Protein | FullName: MFS-type transporter SLC18B1 | EntryName: S18B1_HUMAN | ProteinId: Q6NT16
NodeType: Protein | FullName: Solute carrier family 12 member 8 | EntryName: S12A8_HUMAN | ProteinId: A0AV02
NodeType: Protein | FullName: Sodium-dependent phosphate transporter 1 | EntryName: S20A1_HUMAN | ProteinId: Q8WUM9
NodeType: Protein | FullName: Solute carrier family 12 member 3 | EntryName: S12A3_HUMAN | ProteinId: P55017
NodeType: Protein | FullName: S100P-binding protein | EntryName: S1PBP_HUMAN | ProteinId: Q96BU1
NodeType: Protein | FullName: Sialin | EntryName: S17A5_HUMAN | ProteinId: Q9NRA2
NodeType: Protein | FullName: Solute carrier family 15 member 2 | EntryName: S15A2_HUMAN | ProteinId: Q16348
NodeType: Protein | FullName: SS18-like protein 2 | EntryName: S18L2_HUMAN | ProteinId: Q9UHA2
NodeType: Protein | FullName: SEC14-like protein 1 | EntryName: S14L1_HUMAN | ProteinId: Q92503
NodeType: Protein | FullName: Solute carrier family 12 member 9 | EntryName: S12A9_HUMAN | ProteinId: Q9BXP2
NodeType: Protein | FullName: Sphingosine 1-phosphate receptor 2 | EntryName: S1PR2_HUMAN | ProteinId: O95136
NodeType: Protein | FullName: Ryanodine receptor 2 | EntryName: RYR2_HUMAN | ProteinId: Q92736
NodeType: Protein | FullName: Voltage-gated purine nucleotide uniporter SLC17A9 | EntryName: S17A9_HUMAN | ProteinId: Q9BYT1
NodeType: Protein | FullName: Solute carrier family 12 member 4 | EntryName: S12A4_HUMAN | ProteinId: Q9UP95
NodeType: Protein | FullName: Solute carrier family 13 member 1 | EntryName: S13A1_HUMAN | ProteinId: Q9BZW2
NodeType: Protein | FullName: Reduced folate transporter | EntryName: S19A1_HUMAN | ProteinId: P41440
NodeType: Protein | FullName: Sodium-dependent phosphate transporter 2 | EntryName: S20A2_HUMAN | ProteinId: Q08357
NodeType: Protein | FullName: Sphingosine 1-phosphate receptor 3 | EntryName: S1PR3_HUMAN | ProteinId: Q99500
NodeType: Protein | FullName: SEC14-like protein 2 | EntryName: S14L2_HUMAN | ProteinId: O76054
NodeType: Protein | FullName: Solute carrier family 15 member 3 | EntryName: S15A3_HUMAN | ProteinId: Q8IY34
NodeType: Protein | FullName: Solute carrier family 22 member 1 | EntryName: S22A1_HUMAN | ProteinId: O15245
NodeType: Protein | FullName: Sphingosine 1-phosphate receptor 4 | EntryName: S1PR4_HUMAN | ProteinId: O95977
NodeType: Protein | FullName: Solute carrier family 12 member 5 | EntryName: S12A5_HUMAN | ProteinId: Q9H2X9
NodeType: Protein | FullName: Thiamine transporter 1 | EntryName: S19A2_HUMAN | ProteinId: O60779
NodeType: Protein | FullName: Sphingosine 1-phosphate receptor 5 | EntryName: S1PR5_HUMAN | ProteinId: Q9H228
NodeType: Protein | FullName: Solute carrier family 22 member 6 | EntryName: S22A6_HUMAN | ProteinId: Q4U2R8
NodeType: Protein | FullName: SEC14-like protein 3 | EntryName: S14L3_HUMAN | ProteinId: Q9UDX4
NodeType: Protein | FullName: Ryanodine receptor 3 | EntryName: RYR3_HUMAN | ProteinId: Q15413
NodeType: Protein | FullName: Solute carrier family 22 member 16 | EntryName: S22AG_HUMAN | ProteinId: Q86VW1
NodeType: Protein | FullName: Steroid transmembrane transporter SLC22A24 | EntryName: S22AO_HUMAN | ProteinId: Q8N4F4
NodeType: Protein | FullName: Thiamine transporter 2 | EntryName: S19A3_HUMAN | ProteinId: Q9BZV2
NodeType: Protein | FullName: Solute carrier family 23 member 3 | EntryName: S23A3_HUMAN | ProteinId: Q6PIS1
NodeType: Protein | FullName: Solute carrier family 22 member 17 | EntryName: S22AH_HUMAN | ProteinId: Q8WUG5
NodeType: Protein | FullName: Solute carrier family 25 member 36 | EntryName: S2536_HUMAN | ProteinId: Q96CQ1
NodeType: Protein | FullName: Solute carrier family 22 member 25 | EntryName: S22AP_HUMAN | ProteinId: Q6T423
NodeType: Protein | FullName: SEC23-interacting protein | EntryName: S23IP_HUMAN | ProteinId: Q9Y6Y8
NodeType: Protein | FullName: Organic anion transporter 7 | EntryName: S22A9_HUMAN | ProteinId: Q8IVM8
NodeType: Protein | FullName: Solute carrier family 22 member 18 | EntryName: S22AI_HUMAN | ProteinId: Q96BI1
NodeType: Protein | FullName: Putative solute carrier family 22 member 31 | EntryName: S22AV_HUMAN | ProteinId: A6NKX4
NodeType: Protein | FullName: Solute carrier family 22 member 10 | EntryName: S22AA_HUMAN | ProteinId: Q63ZE4
NodeType: Protein | FullName: Solute carrier family 25 member 32 | EntryName: S2532_HUMAN | ProteinId: Q9H2D1
NodeType: Protein | FullName: Solute carrier family 22 member 2 | EntryName: S22A2_HUMAN | ProteinId: O15244
NodeType: Protein | FullName: Solute carrier family 22 member 7 | EntryName: S22A7_HUMAN | ProteinId: Q9Y694
NodeType: Protein | FullName: Solute carrier family 22 member 11 | EntryName: S22AB_HUMAN | ProteinId: Q9NSA0
NodeType: Protein | FullName: Solute carrier family 22 member 20 | EntryName: S22AK_HUMAN | ProteinId: A6NK97
NodeType: Protein | FullName: Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial | EntryName: S2512_HUMAN | ProteinId: O75746
NodeType: Protein | FullName: Mitochondrial glutathione transporter SLC25A39 | EntryName: S2539_HUMAN | ProteinId: Q9BZJ4
NodeType: Protein | FullName: Solute carrier family 23 member 1 | EntryName: S23A1_HUMAN | ProteinId: Q9UHI7
NodeType: Protein | FullName: Solute carrier family 25 member 33 | EntryName: S2533_HUMAN | ProteinId: Q9BSK2
NodeType: Protein | FullName: Mitochondrial glycine transporter | EntryName: S2538_HUMAN | ProteinId: Q96DW6
NodeType: Protein | FullName: Solute carrier family 22 member 12 | EntryName: S22AC_HUMAN | ProteinId: Q96S37
NodeType: Protein | FullName: Solute carrier family 22 member 23 | EntryName: S22AN_HUMAN | ProteinId: A1A5C7
NodeType: Protein | FullName: Solute carrier family 25 member 43 | EntryName: S2543_HUMAN | ProteinId: Q8WUT9
NodeType: Protein | FullName: Solute carrier family 25 member 34 | EntryName: S2534_HUMAN | ProteinId: Q6PIV7
NodeType: Protein | FullName: Mitochondrial glutathione transporter SLC25A40 | EntryName: S2540_HUMAN | ProteinId: Q8TBP6
NodeType: Protein | FullName: Solute carrier family 25 member 48 | EntryName: S2548_HUMAN | ProteinId: Q6ZT89
NodeType: Protein | FullName: Solute carrier family 25 member 44 | EntryName: S2544_HUMAN | ProteinId: Q96H78
NodeType: Protein | FullName: Solute carrier family 23 member 2 | EntryName: S23A2_HUMAN | ProteinId: Q9UGH3
NodeType: Protein | FullName: Solute carrier family 22 member 13 | EntryName: S22AD_HUMAN | ProteinId: Q9Y226
NodeType: Protein | FullName: Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial | EntryName: S2513_HUMAN | ProteinId: Q9UJS0
NodeType: Protein | FullName: Solute carrier family 25 member 45 | EntryName: S2545_HUMAN | ProteinId: Q8N413
NodeType: Protein | FullName: Mitochondrial nicotinamide adenine dinucleotide transporter SLC25A51 | EntryName: S2551_HUMAN | ProteinId: Q9H1U9
NodeType: Protein | FullName: Solute carrier family 22 member 3 | EntryName: S22A3_HUMAN | ProteinId: O75751
NodeType: Protein | FullName: Solute carrier family 25 member 35 | EntryName: S2535_HUMAN | ProteinId: Q3KQZ1
NodeType: Protein | FullName: Sodium-independent sulfate anion transporter | EntryName: S2611_HUMAN | ProteinId: Q86WA9
NodeType: Protein | FullName: Organic anion transporter 3 | EntryName: S22A8_HUMAN | ProteinId: Q8TCC7
NodeType: Protein | FullName: Mitochondrial nicotinamide adenine dinucleotide transporter SLC25A52 | EntryName: S2552_HUMAN | ProteinId: Q3SY17
NodeType: Protein | FullName: Mitochondrial carrier protein SCaMC-3L | EntryName: S2541_HUMAN | ProteinId: Q8N5S1
NodeType: Protein | FullName: Solute carrier family 22 member 14 | EntryName: S22AE_HUMAN | ProteinId: Q9Y267
NodeType: Protein | FullName: Solute carrier family 25 member 53 | EntryName: S2553_HUMAN | ProteinId: Q5H9E4
NodeType: Protein | FullName: Prestin | EntryName: S26A5_HUMAN | ProteinId: P58743
NodeType: Protein | FullName: Mitochondrial outer membrane protein SLC25A46 | EntryName: S2546_HUMAN | ProteinId: Q96AG3
NodeType: Protein | FullName: Solute carrier family 22 member 15 | EntryName: S22AF_HUMAN | ProteinId: Q8IZD6
NodeType: Protein | FullName: Sulfate anion transporter 1 | EntryName: S26A1_HUMAN | ProteinId: Q9H2B4
NodeType: Protein | FullName: Solute carrier family 25 member 3 | EntryName: S25A3_HUMAN | ProteinId: Q00325
NodeType: Protein | FullName: Mitochondrial basic amino acids transporter | EntryName: S2529_HUMAN | ProteinId: Q8N8R3
NodeType: Protein | FullName: Solute carrier family 22 member 4 | EntryName: S22A4_HUMAN | ProteinId: Q9H015
NodeType: Protein | FullName: Sodium/nucleoside cotransporter 2 | EntryName: S28A2_HUMAN | ProteinId: O43868
NodeType: Protein | FullName: Spermatogenesis-associated protein 31D3 | EntryName: S31D3_HUMAN | ProteinId: P0C874
NodeType: Protein | FullName: Mitochondrial coenzyme A transporter SLC25A42 | EntryName: S2542_HUMAN | ProteinId: Q86VD7
NodeType: Protein | FullName: Spermatogenesis-associated protein 31D4 | EntryName: S31D4_HUMAN | ProteinId: Q6ZUB0
NodeType: Protein | FullName: Solute carrier family 25 member 47 | EntryName: S2547_HUMAN | ProteinId: Q6Q0C1
NodeType: Protein | FullName: Spermatogenesis-associated protein 31E1 | EntryName: S31E1_HUMAN | ProteinId: Q6ZUB1
NodeType: Protein | FullName: Putative protein SNX29P2 | EntryName: S29P2_HUMAN | ProteinId: Q8IUI4
NodeType: Protein | FullName: Long-chain fatty acid transport protein 2 | EntryName: S27A2_HUMAN | ProteinId: O14975
NodeType: Protein | FullName: Protein SPATA31F1 | EntryName: S31F1_HUMAN | ProteinId: Q6ZU69
NodeType: Protein | FullName: Putative solute carrier family 26 member 10P | EntryName: S2610_HUMAN | ProteinId: Q8NG04
NodeType: Protein | FullName: Putative protein SPATA31F2P | EntryName: S31F2_HUMAN | ProteinId: Q63HN1
